tracking number,rate__shipment__address_to__zip,Account
19821D79181F41649B7DD0386,m3n1j2,5358164
10D41ECA44F04533AAC6AB035,V4N 1M7,5358164
8609597D11B54A2C877199C82,V2T 4W9,5358164
01755A522CC6490FA65CE369A,L6R2G2,5358164
77E29A9CEC454028998052AEF,m3n1j9,5358164
986F45109B2E4D4EA856775A8,R5M 0A3,5358164
4441311106C247468D9952B9E,3058,5358164
7766B9AFECAB4C21AC14DE164,4123,5358164
9374869903505697364061,34746,5358164
9374869903505702705155,66046-5486,5358164
9374869903505702749807,75160-0037,5358164
9374869903505702757130,48034-1870,5358164
9374869903505702772683,76502-1328,5358164
9374869903505702784198,01835-7335,5358164
9374869903505702813225,16102-1245,5358164
9374869903505702848142,97027-2283,5358164
9374869903505702875940,46112-5543,5358164
9374869903505702899595,46628-9376,5358164
9374869903505702906606,30044-3159,5358164
9374869903505702920893,89131-8263,5358164
9374869903505702931899,75054-7229,5358164
9374869903505702936405,63128-4025,5358164
9374869903505702940983,11208-1928,5358164
9374869903505702945001,10801-1605,5358164
9374869903505702951460,07002-1835,5358164
9374869903505702957233,52241-2836,5358164
9374869903505702959206,33010-3219,5358164
9374869903505702974346,85349-7315,5358164
9374869903505702982556,78750-2828,5358164
9374869903505702985069,28078-6004,5358164
9374869903505702998977,64058-1147,5358164
9374869903505703001768,75791-9376,5358164
9374869903505703005049,53235-5538,5358164
9374869903505703008583,11580-4716,5358164
9374869903505703020011,31558-2569,5358164
9374869903505703026914,71941-8959,5358164
9374869903505703026310,89113-1763,5358164
9374869903505703030737,77521-7512,5358164
9374869903505703034513,60617-6602,5358164
9374869903505703037866,46738-1408,5358164
9374869903505703040156,44052-2846,5358164
736D1CAA7EAB434D90C03D807,J9J 1Z2,5358164
89414E72B7544DEB9D8B383BB,2790,5358164
5A6E1792A910488D87C3DDBB8,V6T 2G8,5358164
9374869903505707608390,32738-7912,5358164
9374869903505707633361,21227-3414,5358164
9374869903505707647610,15825-2172,5358164
9374869903505707658654,95343-5003,5358164
9374869903505707664778,93907-1716,5358164
9374869903505707668967,78660-3740,5358164
9374869903505707673480,59832-0408,5358164
9374869903505707679246,95608-2859,5358164
9374869903505707682789,11694-2850,5358164
9374869903505707682475,52402-5905,5358164
9374869903505707683373,89104-5427,5358164
9374869903505707690012,39842-1837,5358164
9374869903505707691484,07106-3506,5358164
9374869903505707693310,76049-3404,5358164
9374869903505707696168,46055-6219,5358164
9374869903505707700094,97229-1755,5358164
17F8D46093D0411AB3966E688,L6A1H5,5358164
2CB114DA9B22453C9E64DF16D,t2g 0c7,5358164
4B2B61B6FABC436293E340965,V3T0A2,5358164
DAC4B3B850B3411D828923D67,G2K2A9,5358164
6CBD36A24C7742709DE1B06CA,L4J 7Z3,5358164
B111FFD9A2D94FECBC38D3769,330-714,5358164
9374869903505712441494,10977-3141,5358164
9374869903505712452841,54631-8263,5358164
9374869903505712457372,54868-8538,5358164
9374869903505712480424,08880-1109,5358164
9374869903505712505813,90301-2690,5358164
9374869903505712534585,92551-2924,5358164
9374869903505712600983,33189-1708,5358164
9374869903505712608682,60612-1255,5358164
9374869903505712611415,02169-4937,5358164
9374869903505712618445,27455-2349,5358164
9374869903505712623302,98374-9225,5358164
9374869903505712627546,61109-4137,5358164
9374869903505712628123,10512-4416,5358164
9374869903505712630492,78574-5637,5358164
9374869903505712635817,10550-1489,5358164
9374869903505712639037,21742-4238,5358164
9374869903505712641610,89107-2623,5358164
9374869903505712643713,78840-4045,5358164
9374869903505712653972,96746-1574,5358164
9374869903505712657635,49886-9761,5358164
9374869903505712659936,34249-2602,5358164
3A76E28840F2450FA525F66C6,P0L 2B0,5358164
803202B9B6954000950E697A3,G5C 3T1,5358164
EC86D88ACF7948BB9D19652EA,m1b4n7,5358164
9374869903505712688035,78676-9142,5358164
9374869903505717054200,46254-4372,5358164
9374869903505717164220,35654-7936,5358164
9374869903505717174519,29073-6935,5358164
9374869903505717207873,78410-1521,5358164
9374869903505717211429,44256-8893,5358164
9374869903505717219753,10128-5480,5358164
9374869903505717225976,70115-2934,5358164
9374869903505717238808,92311-2924,5358164
9374869903505717240177,19010-1026,5358164
9374869903505717245042,40744-9367,5358164
9374869903505717249323,07022-1704,5358164
9374869903505717256048,16239-5423,5358164
9374869903505717261691,08202-2125,5358164
9374869903505717261288,37814-2511,5358164
9374869903505717265958,11434-6105,5358164
9374869903505717269642,97477-3254,5358164
4A94B39B7DB4440FB03B277D6,T1W 3M1,5358164
34AA6220169845208B2D4A60F,g2a 0a4,5358164
C6D862FD2E63438E895B1B95A,2220904,5358164
9374869903505726466438,55364-1937,5358164
9374869903505726476796,90621-1351,5358164
9374869903505726494301,95422-9715,5358164
9374869903505726516119,53711-3136,5358164
9374869903505726570807,03858-3103,5358164
9374869903505726588550,33021-3547,5358164
9374869903505726610251,75038-8421,5358164
9374869903505726628713,89509-1037,5358164
9374869903505726695401,33566-8411,5358164
9374869903505726714065,98569-0337,5358164
9374869903505726737583,33143-7911,5358164
9374869903505726756614,91304-3500,5358164
9374869903505726774816,58503-7804,5358164
9374869903505726798027,78526-2810,5358164
9374869903505726827567,07094-3016,5358164
9374869903505726829639,13039-7926,5358164
9374869903505726832677,75146-1315,5358164
9374869903505726837719,29053-9379,5358164
9374869903505726840665,44710-2000,5358164
9374869903505726850527,33155-2030,5358164
9374869903505726853214,84401-0613,5358164
9374869903505726860281,75440-5545,5358164
9374869903505726875681,08690-3525,5358164
9374869903505726881378,33010-3629,5358164
9374869903505726888551,43613-4615,5358164
9374869903505726893883,34116-9084,5358164
9374869903505726904992,46932-5011,5358164
9374869903505726909430,32780-5603,5358164
9374869903505726915929,30012-4052,5358164
9374869903505726928844,33487-3119,5358164
9374869903505726936030,95660-5088,5358164
9374869903505726941874,60458-2062,5358164
9374869903505726946879,03878-2223,5358164
9374869903505726951613,36869-3405,5358164
9374869903505726958018,92019-1990,5358164
9374869903505726963883,80014-1556,5358164
9374869903505726965221,10451-6955,5358164
9374869903505726978894,78251-2451,5358164
9374869903505726986240,43220-2416,5358164
9374869903505726990322,07106-3506,5358164
9374869903505726997147,71655-4931,5358164
9374869903505727007876,33139-5101,5358164
CEAFA400710C419FAAEC22B86,J0b 2b0,5358164
852DFC24894D46CDB795E6AD0,T5T6L2,5358164
908FDB8F80E44DF9AFE7D11B4,H4b 1R8,5358164
0113AC5D3FC64FFD88A2D2783,8014,5358164
9374869903505727065005,07728-2346,5358164
9374869903505733085417,46368-3310,5358164
9374869903505733098837,32839-4735,5358164
9374869903505733139448,78750-1651,5358164
9374869903505733150177,35121-1330,5358164
9374869903505733165027,33304-3632,5358164
9374869903505733177570,11385-3952,5358164
9374869903505733670903,84081-2709,5358164
9374869903505733673294,30331-2017,5358164
9374869903505733680445,22030-8570,5358164
9374869903505733742211,30260-1469,5358164
9374869903505733744598,70806-3456,5358164
9374869903505733748312,20866-3144,5358164
9374869903505733747179,76117-4871,5358164
9374869903505733754542,30153-6481,5358164
9374869903505733754450,80111-4215,5358164
9374869903505733760130,34222-4513,5358164
9374869903505733763056,68850-1219,5358164
9374869903505733766828,21040-3501,5358164
9374869903505733768501,77493-2593,5358164
9374869903505733773659,33463-4259,5358164
9374869903505733778685,30680-8714,5358164
9374869903505733778968,76052-1402,5358164
9374869903505733781739,33055-3160,5358164
9374869903505733784723,95407-7976,5358164
3D2DBF02680F41BFAB2556270,42000,5358164
A7FAD22F53374A3DAC5802F6B,37260,5358164
68C929C0F01546788E0722AA1,E3V 4A9,5358164
B1FB0ED401A2410F939A9546B,L1J 3W2,5358164
35CA1CB4DF2A4BF09495402BF,N0N1M0,5358164
5DDABA48EABD45DAA78C1126A,V7N 1L2,5358164
9374869903505737960420,92311-2924,5358164
14E6469638774E5B8884F9DCC,MRS3000,5358164
9374869903505738050946,78255-3802,5358164
9374869903505738066565,38128-0920,5358164
9374869903505738089588,17020-7100,5358164
9374869903505738107015,30680-1855,5358164
9374869903505738116000,27012-8417,5358164
9374869903505738125828,33619-6330,5358164
9374869903505738128232,63017-1770,5358164
9374869903505738137043,02875-1009,5358164
9374869903505738147738,02905-2901,5358164
9374869903505738158406,37764-2446,5358164
9374869903505738163295,77035-4311,5358164
9374869903505738181176,10916-3201,5358164
9374869903505738186638,10452-3119,5358164
9374869903505738188458,71832-2122,5358164
9374869903505738190611,39842-1837,5358164
9374869903505738196729,95341-5247,5358164
353FEA33198F4A0892A779813,n6h 0e5,5358164
276E6391C95A4F609D3431F92,M2M 4K8,5358164
33933BD76F6D4BEAB3457FD20,PE33 9NP,5358164
8E85FF038AD949D2951DF1C26,m9b1s9,5358164
9374869903505738359643,19114-1537,5358164
9374869903505742876761,20871-4394,5358164
9374869903505742883622,83605-5677,5358164
9374869903505742916672,94607-3978,5358164
9374869903505742922109,60657-1975,5358164
9A026A4068FF401DA47D9DEB2,2690 - 375,5358164
81E29994B7FB473EB24F2BFCB,M9W6A7,5358164
619994F0B8004C3B837BC274B,J0E 1P0,5358164
E4EBB203D2E14E40B3AA27B9B,V7C 3A1,5358164
52D9417081C7470999AC180F5,T1V2A2,5358164
9374869903505743021351,55328-9110,5358164
9374869903505743029111,71302-5129,5358164
9374869903505743031084,92509-4239,5358164
9374869903505743034795,98902-1632,5358164
9374869903505743036508,48655-9744,5358164
9374869903505743039424,24592-4846,5358164
9374869903505743041229,75791-9376,5358164
9374869903505743043094,32504-8487,5358164
9374869903505743048532,32504-8487,5358164
9374869903505748594645,23220-6157,5358164
9374869903505748608977,95660-5423,5358164
9374869903505748620825,20695-3253,5358164
9374869903505748633122,80915-3312,5358164
9374869903505748822601,98051-9549,5358164
9374869903505748838749,60626-2294,5358164
9374869903505748917512,10552-3522,5358164
9374869903505748971774,73446-9531,5358164
9374869903505748974782,23093-6176,5358164
9374869903505748977479,99223-5726,5358164
9374869903505749010243,02067-1527,5358164
9374869903505749014135,24541-1818,5358164
9374869903505749021898,10467-4701,5358164
9374869903505749031583,38128-3345,5358164
9374869903505749035666,19805-3206,5358164
9374869903505749037776,07206-2387,5358164
9374869903505749041902,75035-3756,5358164
9374869903505749046334,98391-4206,5358164
BC1E09D070354D2EA5598CEBE,V1L7B8,5358164
F559C569BC6B4DBABB112F952,H7W 1G5,5358164
C5A7B66FFAF04E728C8AB2DF8,L6S4H9,5358164
62F43320CD5B458BA0F73072A,J0N1P0,5358164
16E485E08169423DA7B189834,B4b 1l4,5358164
9374869903505760138643,84120-5673,5358164
9374869903505760159259,31707-5722,5358164
9374869903505760164307,08735-1609,5358164
9374869903505760173736,95421-9554,5358164
9374869903505760192072,32506-8278,5358164
9374869903505760229600,20886-4954,5358164
9374869903505760242715,77014-1138,5358164
9374869903505760346352,45415-1448,5358164
9374869903505760359611,43119-8425,5358164
9374869903505760546875,48642-3353,5358164
9374869903505760584280,21075-6841,5358164
9374869903505760621732,30013,5358164
9374869903505760633551,78617-2225,5358164
9374869903505760644137,46303-7080,5358164
9374869903505760664531,7960,5358164
9374869903505760679795,33004-4450,5358164
9374869903505760694637,48350-1210,5358164
9374869903505760697485,99515-1531,5358164
9374869903505760704374,89142-1796,5358164
9374869903505760711549,93612-1511,5358164
9374869903505760764668,93280-3412,5358164
9374869903505760772663,90650-4271,5358164
9374869903505760776647,27834-9680,5358164
9374869903505760783188,07111-4362,5358164
9374869903505760793545,29518-3082,5358164
9374869903505760795761,08610-6153,5358164
9374869903505760814264,55418,5358164
9374869903505760820760,29316-0018,5358164
9374869903505760837676,88240-4943,5358164
9374869903505760840294,72946-3750,5358164
9374869903505760845787,14706-9660,5358164
9374869903505760849433,14048-3554,5358164
9374869903505760858350,75044-7023,5358164
9374869903505760864221,60148-2696,5358164
9374869903505760866409,94580-2246,5358164
9374869903505760873889,27284-7558,5358164
9374869903505760886797,61914-9540,5358164
9374869903505760889149,06010-8218,5358164
9374869903505760895690,92201-0909,5358164
9374869903505760900660,06417-1618,5358164
9374869903505760906167,03052-1041,5358164
9374869903505760910942,33409-7347,5358164
9374869903505760917590,30294-3100,5358164
9374869903505760924802,18103-4979,5358164
9374869903505760931411,33178-3170,5358164
9374869903505760938069,60451-1520,5358164
9374869903505760944701,70601-6608,5358164
7C70FBD85F1F48E2A5538423E,G8z1t5,5358164
567846A47615474FB1300C9C7,M3C1C6,5358164
DC92B4B9A9EE4AC2B20F8CDC7,T3J 0R7,5358164
A5E5B5990A1D424C9B08F2F1F,n9e4n2,5358164
20DF19A06FCD45D4BA98C62F8,N0H 2C2,5358164
D581BBA4EFF8479899BEF1DB1,S0k2a0,5358164
47E328FAAA7A4DFF98AAC90DF,T2X 4E3,5358164
9374869903505761065368,16749-1205,5358164
9374869903505761212885,89048-6531,5358164
9374869903505761249645,78725-2902,5358164
9374869903505767624088,30324-2968,5358164
9374869903505767653651,05495-9117,5358164
9374869903505767661083,89011-3207,5358164
9374869903505767670825,02180-4400,5358164
9374869903505767681456,95521-7119,5358164
9374869903505767842567,32303-3153,5358164
9374869903505767847869,39474-5502,5358164
9374869903505767854300,60616-4287,5358164
9374869903505767862367,60827-1736,5358164
9374869903505767866068,81507-3710,5358164
9374869903505767870737,10009-8041,5358164
9374869903505767873752,33141-3345,5358164
9374869903505767875206,31503-5819,5358164
9374869903505767882976,07107-2310,5358164
D8C69606B90B43C3B42F21CB7,j6w5p7,5358164
LW225441857US,2990,5358164
092DD9FC39284A1B9473991CC,L4A1A2,5358164
45CDA9537FAF4173BEC48E687,L7P3S6,5358164
9374869903505767956516,75074-6006,5358164
9374869903505767981426,89139-5858,5358164
9374869903505767996499,72854-9012,5358164
9374869903505773221318,35654-7936,5358164
9374869903505773249756,46628-9376,5358164
9374869903505773261529,98102-5463,5358164
9374869903505773267804,33137-5077,5358164
9374869903505773272259,33178-4388,5358164
9374869903505773289394,91730-8934,5358164
9374869903505773299928,29579-3629,5358164
9374869903505773305834,75023-3447,5358164
9374869903505773314904,92336-2609,5358164
9374869903505773319503,62650-2201,5358164
9374869903505773336203,19002-4102,5358164
9374869903505773384631,71237-9095,5358164
9374869903505773386727,23323-5704,5358164
9374869903505773388455,39564-3424,5358164
9374869903505773391820,18055-2700,5358164
9374869903505773401499,93442-2302,5358164
9374869903505773405152,76123-1982,5358164
9374869903505773409051,21229-2013,5358164
3EE99DA4552143B48F1D14358,J0L1N0,5358164
772F0321C0E94110BF3BED15F,l4c2l9,5358164
0EC748170D5E49F8855CF010D,R0A0W1,5358164
1ZY363Y90320004617,30044-8852,5358164
9374869903505779825381,30238-8719,5358164
9374869903505779856132,21874-1352,5358164
9374869903505779920871,07206-1323,5358164
9374869903505779943795,46845-8786,5358164
9374869903505780045044,33020-6459,5358164
9374869903505780061051,78253-6344,5358164
9374869903505780092550,10040-2335,5358164
9374869903505780103102,93536-6640,5358164
9374869903505780151769,19063-1160,5358164
9374869903505780205141,80111-4215,5358164
9374869903505780216796,80111-4215,5358164
9374869903505780225767,28412-7513,5358164
9374869903505780228386,85615-9551,5358164
9374869903505780235230,42602-0570,5358164
9374869903505780262137,14612-1449,5358164
9374869903505780270187,40517-2247,5358164
9374869903505780297023,28613-1823,5358164
9374869903505780301119,39110-7523,5358164
9374869903505780304226,85201-1919,5358164
9374869903505780310609,32224-5872,5358164
9374869903505780317974,13662-2225,5358164
9374869903505780330775,23223-5634,5358164
9374869903505780362684,32713-4531,5358164
9374869903505780362394,29644-1514,5358164
A1CC59A3591C49419B436766C,T8A2G1,5358164
023C33CD42FA4DA58B9BE74E0,K0K1T0,5358164
199B0E539C7A4750818AA6B13,J3Y8A2,5358164
10ACCF091C984B178CA7FAB04,H4b 1R8,5358164
0614F43D94214458AF579662F,SW18 1JH,5358164
CCEABB3AD62F4510B8CD87C4E,54060,5358164
7425E4547E8F4FDD90C216290,4400,5358164
9374869903505785941631,95815-1514,5358164
9374869903505785958707,06471-1245,5358164
9374869903505785969765,45236-2003,5358164
9374869903505786025774,95966-6826,5358164
9374869903505786077063,72404-8598,5358164
9374869903505786102215,06471-1245,5358164
9374869903505786113914,21093-3374,5358164
9374869903505786122756,11778-8600,5358164
9374869903505786129724,91740-4531,5358164
9374869903505786152784,44485-1508,5358164
9374869903505786166460,44143-3247,5358164
9374869903505786168396,33319-5154,5358164
9374869903505786170979,27822-8303,5358164
9374869903505786174052,92503-4841,5358164
9374869903505786188059,23834-1688,5358164
9374869903505786192988,19341-1808,5358164
9374869903505786196382,19382-5422,5358164
9374869903505786199949,02780-7851,5358164
9374869903505786202571,17112-8884,5358164
9374869903505786203066,80234-2637,5358164
9374869903505786209631,60056-1860,5358164
9374869903505786211986,75036-1019,5358164
9374869903505786215625,34491-5034,5358164
9374869903505786272314,07206-2387,5358164
9374869903505786282160,94963-0177,5358164
9374869903505786284416,78202-3209,5358164
9374869903505786288872,77535-1188,5358164
01677275B1FA4F2B976594E5B,J9p0c3,5358164
9DB236D0473C4590B868CF186,H4b 1R8,5358164
2C69DCFB06AE474193D7694C3,L6L 1P5,5358164
9374869903505786330847,44107-6212,5358164
9374869903505786343281,60193-1461,5358164
9374869903505796737186,60543-8447,5358164
9374869903505796804192,58428-9636,5358164
9374869903505796816591,78731-2569,5358164
9374869903505796827320,27576-2911,5358164
9374869903505796944096,78251-2179,5358164
9374869903505796986751,53946-8562,5358164
9374869903505797016907,34209-3722,5358164
9374869903505797034857,11355-2044,5358164
9374869903505797064731,37914-8927,5358164
9374869903505797083473,52556-3518,5358164
9374869903505797099788,40143-4526,5358164
9374869903505797118885,91602,5358164
9374869903505797130818,89129-6151,5358164
9374869903505797144693,55448-1437,5358164
9374869903505797175840,14227-1411,5358164
9374869903505797201709,07111-2599,5358164
9374869903505797220724,59829-1111,5358164
9374869903505797223237,33634-2210,5358164
9374869903505797228027,23510-1367,5358164
9374869903505797231607,00741-0335,5358164
9374869903505797241507,80021-6422,5358164
9374869903505797246199,40409-8462,5358164
9374869903505797252947,27405-2899,5358164
9374869903505797262021,65742-8626,5358164
9374869903505797272143,25261-8643,5358164
9374869903505797279715,20164-3563,5358164
9374869903505797288946,02364-1510,5358164
9374869903505797295739,90059,5358164
9374869903505797298303,10576-1722,5358164
9374869903505797303106,48047-1416,5358164
9374869903505797310142,60914-4909,5358164
9374869903505797317790,63834-9166,5358164
9374869903505797324699,97206-6716,5358164
9374869903505797334735,85345-4817,5358164
9374869903505797344338,73401-2275,5358164
9374869903505797349906,08823-1718,5358164
9374869903505797354634,08232-2623,5358164
9374869903505797358502,92124-1547,5358164
9374869903505797367627,95829-6087,5358164
9374869903505797561636,38242-7144,5358164
9374869903505797564866,91345-1524,5358164
9374869903505797567461,53222-3435,5358164
9374869903505797577194,49090-7768,5358164
9374869903505797587278,33442-8051,5358164
9374869903505797641321,76034-1485,5358164
9374869903505797643356,60451-1520,5358164
ADA69FE65EFC457190AD8144D,L7A 1R8,5358164
B0FCF08738AA440CB44ECB8F2,V9W6J9,5358164
FBB5674F78D34CDF961DAD0C0,V3W 6K7,5358164
2522DC773B2A4873AFE974756,69395,5358164
9374869903505804270100,7407,5358164
9374869903505804277123,98004-7116,5358164
9374869903505804290221,66062-1284,5358164
9374869903505804306403,11221-2946,5358164
9374869903505804320393,24055-4418,5358164
9374869903505804340414,36695-3105,5358164
9374869903505804344146,44310-1872,5358164
9374869903505804345211,01960-5211,5358164
9374869903505804351274,07111-2599,5358164
9374869903505804353483,32811-3216,5358164
9374869903505804357207,95206-6268,5358164
9374869903505804361112,89123-0750,5358164
9374869903505804372804,44287-9222,5358164
9374869903505804380557,35744-7524,5358164
9374869903505804384586,19702-4602,5358164
9374869903505804387464,04101-2055,5358164
9374869903505804394202,34759-4203,5358164
9374869903505804397739,89108-5323,5358164
9374869903505804397470,735,5358164
9374869903505804399498,97055-8410,5358164
9374869903505804413743,96746-1574,5358164
9374869903505804418601,96746-1574,5358164
9374869903505804418397,75244-5532,5358164
9374869903505804420260,30705-4610,5358164
9374869903505804424190,29579-7721,5358164
9374869903505804430306,94510-1960,5358164
015AF91DA6C64E2A9891DA4C4,66241,5358164
365A283894FD47539BA40CF8C,M1k4h4,5358164
7C5E9D2CC4884C8193E09AE5A,L8R1M5,5358164
9374869903505804526689,76123,5358164
9374869903505804541644,64844-8245,5358164
9374869903505810491094,90660-3655,5358164
9374869903505810505852,90046-7407,5358164
9374869903505810533084,11791-6607,5358164
9374869903505810543007,95841-2215,5358164
9374869903505810548941,19512-1249,5358164
9374869903505810627899,75023-3447,5358164
9374869903505810643554,60657-1975,5358164
9374869903505810666836,13021-2125,5358164
9374869903505810675876,70002-3165,5358164
9374869903505810683635,28806-2109,5358164
9374869903505810688890,28211-6204,5358164
9374869903505810694402,33012-6623,5358164
9374869903505810726905,63801-5313,5358164
9374869903505810734597,20769-2112,5358164
9374869903505810738243,18848-7722,5358164
9374869903505810753192,08349-3524,5358164
9374869903505810760084,83642-6238,5358164
9374869903505810767403,49316-7684,5358164
9374869903505810769155,93306-2845,5358164
9374869903505810775675,26836-1046,5358164
9300169903505810786622,99901-9211,5358164
9374869903505810788040,32312-9621,5358164
9374869903505810791828,21502-6867,5358164
445BDA55FC644AEC82D1014B9,L5M 7A9,5358164
A841C28FB2044AE8B118A981C,J2G 6T8,5358164
347E3383DDD94DE8BC9D8ADE2,4593,5358164
9374869903505810920068,64759-1539,5358164
9374869903505816706079,56560-6840,5358164
9374869903505816712209,01830-4043,5358164
9374869903505816727623,33023-6116,5358164
9374869903505816733297,50309-4241,5358164
9374869903505816743814,12839-1323,5358164
9374869903505816759709,27609-4935,5358164
9374869903505816762426,77062-3217,5358164
9374869903505816772821,43130-9750,5358164
9374869903505816776287,21048-1738,5358164
9374869903505816781014,37849-0427,5358164
9374869903505816781465,76226-0416,5358164
9374869903505816784718,22102-1603,5358164
9374869903505816785975,30316-1469,5358164
9374869903505816790689,46214-4200,5358164
9374869903505816794526,85924-0516,5358164
63BD3E17DE10439D8EC61277B,V3R2Y8,5358164
CB7A1682F3384DC8A3561E828,G6A 0A6,5358164
BFE667CC1C3B4058A0D862BE2,2112,5358164
9374869903505816874976,39110-4713,5358164
9374869903505816893397,02169-4937,5358164
9374869903505816902846,94303-1635,5358164
9374869903505822693066,735,5358164
9374869903505822751407,60515-3617,5358164
9374869903505822772204,66203-4015,5358164
9374869903505822784368,48071-3555,5358164
9374869903505822796552,23505-2167,5358164
9374869903505822826631,77583-2040,5358164
9374869903505822835459,30122-2900,5358164
9374869903505822847216,02130-1813,5358164
9374869903505822854627,02130-1813,5358164
9374869903505822862165,48505-1714,5358164
9374869903505822878319,93033-7913,5358164
9374869903505822950749,33409-7347,5358164
9374869903505822954372,29455-6209,5358164
9374869903505822960700,32141-6019,5358164
9374869903505822961387,15217-2617,5358164
9374869903505822965958,28754-7501,5358164
9374869903505822971799,08610-3323,5358164
9374869903505822973038,33009-6530,5358164
9374869903505822974394,71108-4909,5358164
9374869903505822977128,11223-3353,5358164
9374869903505823000948,29588-5379,5358164
9374869903505823001501,32304-8655,5358164
9374869903505823004052,28762-7639,5358164
9374869903505823008012,06519-2435,5358164
9374869903505823009774,33625-4096,5358164
9374869903505823012163,27805-9499,5358164
9374869903505823021622,90404-6565,5358164
9374869903505823023237,98321-7416,5358164
9F773D28126A45FC8FDBFC31D,H1E1L3,5358164
5E09F9A9432A429B9C74C4546,53490,5358164
205799E9C4604EC5A82B5DDB4,j3r2g2,5358164
13D39FBFA440413CA76B26B1B,j3r2g2,5358164
9374869903505835292263,44313-8613,5358164
9374869903505835320119,98383-8061,5358164
9374869903505835334840,11230-3938,5358164
9374869903505835366810,83401-3780,5358164
9374869903505835386795,01852-1626,5358164
9374869903505835412340,92103-3329,5358164
9374869903505835430061,28269-1507,5358164
9374869903505835443122,27021-9348,5358164
9374869903505835466954,51048-8064,5358164
9374869903505835484415,29340-2720,5358164
9374869903505835500597,34787-4541,5358164
9374869903505835509026,33319-6317,5358164
9374869903505835521189,83686-6118,5358164
9374869903505835599010,33147-1218,5358164
9374869903505835618384,11772-5209,5358164
9374869903505835635060,31409-5513,5358164
9374869903505835648145,27260-3424,5358164
9374869903505835673628,33436-9136,5358164
9374869903505835684761,77044-5019,5358164
9374869903505835694722,37042-3227,5358164
9374869903505835705503,02725-2010,5358164
9374869903505835710736,02725-2010,5358164
9374869903505835723316,92606-3187,5358164
9374869903505835737429,24450-6537,5358164
9374869903505835753917,99606-0010,5358164
9374869903505835770822,45320,5358164
